ID,Product_Type,Raw_Material_Usage_kg,Energy_Consumption_kWh,Waste_Generated_kg,Transport_Distance_km,CO2_Emission_kg_per_unit,Manufacturing_Energy_kWh,Renewable_Energy_%,Cost_per_Unit,Delivery_Time_days,Sustainability_Score,CO2_Factor_per_USD,Ownership_Type,Certification,Packaging_Type,Locality
776,electronics,41.92269947152405,457.7499509596237,27.363112562831244,3406.9766949653585,112.0129196881407,104.10530952101291,47.96099829347554,2061.2687769427985,11,65.55,,Women-Owned,GreenSeal,Biodegradable,International
777,apparel,150.0060115393946,194.67306556154688,42.1652958435208,1271.425281967645,830.7473566152573,154.9569079175269,20.367055903898923,1576.960999917411,5,25.24,,Women-Owned,FairTrade,Recycled,National
778,food,173.93144473321345,264.3966438547062,49.48310541728777,3814.398062954961,663.9944369745123,716.8806474341081,62.241966879835374,1489.1821007982396,12,48.43,,Local Vendor,None,Compostable,Local
779,automotive,51.180562017247375,151.71304901719986,44.5864462411444,3824.0271703142826,664.9750276544366,154.51529236390354,10.5848292920497,4333.102095102653,2,18.84,,Local Vendor,GreenSeal,Compostable,Local
780,electronics,28.185765548830727,338.2142189791298,19.201895868594463,1631.7303220506706,171.93243028396006,594.7625173473537,21.80193339038258,535.337219286376,13,56.99,,Corporate,GreenSeal,Compostable,International
781,apparel,14.491331348803914,490.541501828664,10.56315934371387,2112.3449017503863,667.6778081233707,744.0267148763368,50.6557780897433,3452.533674078052,6,54.17,,Women-Owned,FairTrade,Compostable,International
782,electronics,131.97458508422054,321.5718932195204,24.980234332922848,1127.4823594079842,983.3584515711856,289.4785230112118,60.00712934261047,1029.536246990971,3,48.45,,Corporate,GreenSeal,Plastic,Local
783,electronics,125.34786685686836,211.01633785109695,37.34043113996607,4885.149014282231,916.2276410624746,359.34400594166,74.16501718857413,1853.628288291504,6,50.95,,Local Vendor,GreenSeal,Compostable,Local
784,automotive,113.87250841567332,341.51785069573776,25.13588446691158,3263.4526275862167,467.174127764608,498.2449840913014,59.38476563542367,495.40656384721694,12,64.63,,Local Vendor,FairTrade,Plastic,Local
785,food,54.06994826203533,105.3143053094244,24.67586230236976,4679.265015506026,87.95057462178963,717.1962787470093,57.02454891784062,1495.8734569062178,5,73.01,,Minority-Owned,None,Plastic,Local
786,electronics,84.27213922204778,449.8965861194294,42.07329063300823,1586.5891637827526,394.1788155001946,759.3339110822941,37.6038802445465,3888.421141362762,14,42.37,,Women-Owned,GreenSeal,Biodegradable,Local
787,apparel,122.95050368537288,276.38777785092634,18.70878517429213,3931.26547368476,835.0707960205275,617.6942736778876,10.0899097868761,4448.073557826841,2,23.61,,Corporate,GreenSeal,Plastic,Local
788,pharmaceutical,104.3857031832422,252.2073839178389,43.12993906577064,3852.707355035236,716.4241463919077,160.63383259828584,18.41114811149353,1263.330329131362,12,27.93,,Local Vendor,GreenSeal,Recycled,National
789,electronics,197.6792488408286,313.63915480408366,20.933435246634453,3489.1126941460534,486.3764728142586,568.4079088743956,47.41881813292274,2425.029628442825,13,55.89,,Local Vendor,ISO14001,Plastic,Local
790,electronics,35.923552985779295,331.1527382552311,17.08342217823863,4831.630978807322,102.34645840088952,387.21260531086347,57.25909200910938,2457.5554300985905,14,73.81,,Corporate,FairTrade,Biodegradable,International
791,automotive,142.07746526904282,82.29911280193086,23.24550564878525,2028.4211469209465,455.5499914321375,429.4906996437431,39.22137987275238,4393.161467646724,5,47.86,,Minority-Owned,ISO14001,Plastic,National
792,food,86.82056593981551,357.1777495505311,38.35990097506856,740.5148855898108,495.57369273198935,134.40387324162393,61.14753080698731,3861.435453803866,5,52.64,,Local Vendor,FairTrade,Recycled,Local
793,pharmaceutical,91.3579268358668,158.86925614198833,7.17409936533572,3391.373410295898,932.1277562494292,233.74349754245077,46.53036067325252,2662.770648166639,14,47.11,,Women-Owned,None,Recycled,International
794,apparel,146.34357547505348,371.2786846279654,10.624541577728852,3673.6180223383103,659.0317984030514,653.3595252735535,15.192333691601856,3419.5865622645124,9,36.74,,Local Vendor,None,Recycled,National
795,pharmaceutical,141.56286875163022,420.1406574728885,47.62079645749151,2917.796809948192,346.07027082191644,417.7711831335018,23.441137567756417,4267.304258764961,11,33.76,,Women-Owned,GreenSeal,Biodegradable,International
796,apparel,198.3386388034158,411.7813283986341,9.59908974168651,1113.4076763536418,549.0523512281853,311.1635691418042,68.799875627076,245.7869793226157,8,73.6,,Corporate,FairTrade,Biodegradable,Local
797,food,34.394914996283795,298.6254353335501,28.818638578621677,2571.834114179841,112.75254243105206,368.8133517754707,60.74389226371076,2133.872149040233,12,71.19,,Women-Owned,None,Compostable,Local
798,apparel,29.7808333829916,284.076451539838,29.386408866434955,1629.729709188734,973.93982386725,698.0796593279762,72.63333909087464,4554.767202929977,12,46.23,,Corporate,FairTrade,Biodegradable,Local
799,automotive,147.62437525446083,114.29418260273528,24.991598640461994,2194.5859880167764,392.0569068341897,624.2993121834699,18.22900743846556,3753.502548050967,7,39.85,,Women-Owned,None,Recycled,Local
800,automotive,119.89351423121772,398.905767681411,32.59251718026411,3261.5710216388534,503.97398716747904,290.62077802675793,79.31557742305517,2805.6385968035584,12,65.89,,Corporate,ISO14001,Recycled,National
801,automotive,62.09052664636312,172.13422120102146,12.261509564083305,3751.552239185089,387.51977552507645,182.25128814866133,24.658469976495358,2742.2937297686403,13,50.31,,Women-Owned,None,Biodegradable,National
802,automotive,25.08968010790745,273.5129402680759,28.080451121060666,1237.9009854165813,698.3861436103901,276.3987551508502,10.82459134006494,1869.2964685013012,14,29.49,,Minority-Owned,ISO14001,Plastic,International
803,pharmaceutical,26.2750674233218,177.92334181738252,19.23648950709796,2086.094267170072,679.1205504131134,744.5295157383135,79.81960573374879,2698.498561479269,3,66.44,,Women-Owned,None,Biodegradable,Local
804,food,179.8962661861825,110.2227633498619,33.42169572183026,1418.891697858983,729.5561950026788,507.11218649482873,29.67517198115792,3345.839357424576,10,32.89,,Women-Owned,GreenSeal,Biodegradable,International
805,apparel,46.45479169656115,333.30096360128147,7.9199536252843235,1073.2949079231587,304.7360681313248,473.436146121348,56.76136167587919,2208.142584458207,4,71.65,,Minority-Owned,ISO14001,Recycled,National
806,apparel,71.44059680194894,74.44941567030672,28.972993425134337,3938.597377979608,349.8850571058627,517.475519784723,22.367761992341364,3627.935102682435,6,41.84,,Local Vendor,None,Compostable,Local
807,automotive,53.06471642312772,386.89035535679,10.07824741378286,4555.338202741263,168.98866954139754,356.2197860225607,50.61599725393992,4333.914690849852,3,67.54,,Local Vendor,GreenSeal,Recycled,Local
808,automotive,77.44929810806809,192.9140578675025,14.653510092636784,1914.137709854426,672.734473253807,664.974914223659,73.28244905181916,942.4872712873336,11,68.71,,Women-Owned,ISO14001,Compostable,National
809,electronics,23.19053012175774,50.0606118520184,11.71678021585558,3781.266729431458,87.80727096886991,466.3003745101749,32.4126817199907,2367.425709523637,9,64.15,,Minority-Owned,GreenSeal,Recycled,National
810,food,108.62136027257137,280.0081126567534,9.95905121357204,4495.276917885614,617.7982187472861,181.7235319381569,56.917778323105146,2158.496438168389,8,61.62,,Women-Owned,FairTrade,Biodegradable,National
811,pharmaceutical,22.84638708252083,71.0833588374214,41.45983662647268,4246.008631598134,876.2110906090521,190.34558738034409,23.15325121588916,3499.831059438695,6,21.71,,Corporate,FairTrade,Recycled,National
812,apparel,162.0677364862487,174.27630101940474,14.999670815383627,995.7856038422068,896.2905408751518,475.8014025518328,53.73567791031077,1399.3638332380608,4,51.18,,Corporate,ISO14001,Recycled,National
813,electronics,54.40529556298228,368.1394193550723,46.429065311358016,4785.83021941547,476.5858723514636,755.5991526495874,33.55152462722571,3273.204391770926,7,37.36,,Women-Owned,None,Recycled,Local
814,electronics,112.602263774857,78.21032972983964,48.526399741914354,1945.714558104366,486.33850380242006,315.84648517333915,24.78457810115662,4411.948360311142,13,29.57,,Local Vendor,ISO14001,Biodegradable,National
815,apparel,177.21502663667707,427.702321560201,28.99176302691777,1762.279239751798,123.1207238576165,708.6788182014528,31.92274354925446,2207.031679009389,11,56.26,,Local Vendor,GreenSeal,Biodegradable,Local
816,pharmaceutical,133.6667001189669,51.7189651963624,8.007055010620594,405.9135036611236,687.2267741708839,634.8669106052155,22.518874795545955,4572.875359900257,3,38.29,,Women-Owned,None,Biodegradable,Local
817,electronics,111.2619794447537,161.070741140856,19.352863925599483,2482.250905113927,830.1964493542032,273.4687100348348,73.1341275486518,4967.185946880696,10,53.99,,Women-Owned,FairTrade,Biodegradable,National
818,electronics,71.62341309192136,383.40682526843216,40.088880904062485,634.1667166405507,282.4223018744774,125.43852382136971,37.80308204219902,709.2418397501699,8,52.97,,Corporate,None,Compostable,National
819,food,73.27036348105761,192.3215673781881,19.00214570615645,1317.845122544387,450.2358375516964,171.2930855996679,27.169551348205715,1318.6553023273214,1,49.84,,Local Vendor,FairTrade,Compostable,Local
820,pharmaceutical,137.20252148765613,95.85157462970608,5.263843696836648,1653.0188466596787,846.8973699270068,609.9457536932082,41.3885488711153,4761.822807114048,3,43.66,,Women-Owned,None,Plastic,National
821,electronics,198.88647863202183,212.10526346019253,28.282460635481208,4063.248985109252,883.2644442791736,239.7688166284527,32.43753167645469,4799.972895110656,11,28.81,,Corporate,None,Biodegradable,National
822,pharmaceutical,135.74944607138195,171.6769788730365,42.410921723305705,4389.894386939893,281.02098125101463,359.8896443537756,62.10934776693282,668.9949218564408,5,64.32,,Local Vendor,None,Compostable,National
823,apparel,115.97884930030472,429.2203559722497,40.00039297003162,1582.0849555612017,573.0421028142961,451.1894162044974,77.98539383198461,271.9928018102561,5,65.26,,Minority-Owned,GreenSeal,Recycled,International
824,automotive,148.82359694545676,191.0065629133144,9.581033866387308,4307.620794098412,232.8684931040357,607.8277179151139,40.66235596883528,973.2801116308268,10,67.57,,Corporate,GreenSeal,Biodegradable,Local
825,electronics,98.38906633390644,405.0196122992032,33.96546610621087,4300.431593111976,146.7848259325787,179.26185628138776,70.27233799805683,4980.861360234792,14,67.18,,Local Vendor,ISO14001,Plastic,International
826,food,21.427045094149197,451.3424651648306,11.804708908346708,3846.78965688588,915.5644763223596,384.45648369422304,49.61041514917336,1063.998159731297,2,50.49,,Local Vendor,ISO14001,Plastic,National
827,apparel,116.83639501680288,245.2178388094383,11.69216919305644,818.8060586743895,829.4821290205037,439.5510363998868,21.006496556596343,2612.2285122657117,10,35.72,,Corporate,FairTrade,Plastic,International
828,pharmaceutical,191.94880405602223,459.4744147344764,43.82951689195407,3482.581949813572,772.0331567130152,478.5789447800778,58.34359194569391,4272.405086866453,8,39.93,,Minority-Owned,GreenSeal,Recycled,National
829,apparel,43.30755904795533,219.7931242834368,13.233778684271275,4730.617916444787,96.3280028724834,672.8524489766517,45.94041479880741,297.92773130339043,5,74.19,,Corporate,FairTrade,Compostable,International
830,electronics,141.1009292559265,483.8352874205487,13.899119979382547,3444.4483459590697,851.5423530747446,220.17473653025183,55.54245662764724,3101.547114840605,7,50.46,,Local Vendor,ISO14001,Recycled,National
831,pharmaceutical,48.17740084522073,90.18028603650782,1.0320161473036782,1724.9225606283865,466.14187211011455,665.4820162786356,72.27811888001655,1529.7221545741968,7,78.68,,Women-Owned,FairTrade,Biodegradable,International
832,automotive,111.80726004988544,359.15866992645925,43.66278267215037,2552.838655411073,375.2753671310667,585.0148993876566,40.830419945923225,4339.207598910712,14,43.01,,Women-Owned,ISO14001,Plastic,International
833,apparel,28.368525432876726,272.2163182056179,39.8371458472476,3264.0527124201626,569.1525429741076,489.1095699392715,73.08243362521489,1560.61351646758,5,60.41,,Corporate,GreenSeal,Recycled,International
834,electronics,95.57047788905518,224.4419624550412,31.739117819443223,2601.7950027696675,136.78558058737804,589.6695092818004,62.54683099971584,3496.427457353163,8,67.48,,Local Vendor,None,Recycled,Local
835,food,153.67103249009676,334.7203454368704,37.76302243300327,687.7694144817522,768.8142218847789,388.4124172661595,44.202344811458936,3436.2542357475054,9,37.06,,Women-Owned,GreenSeal,Compostable,International
836,pharmaceutical,76.0385896054066,366.73569123544905,8.450379803800098,1629.1138187949011,603.313323043881,196.8783101776872,52.225549496057454,1263.169034526272,4,62.11,,Local Vendor,FairTrade,Compostable,Local
837,apparel,136.33322765257142,51.96347134263909,23.4578561347912,4031.7405497127993,227.2605920295092,566.0356681857571,32.7906792763308,367.0361593680806,4,59.46,,Corporate,FairTrade,Plastic,National
838,apparel,161.13549255004855,125.12888993623942,18.209749980090265,4320.948425868035,228.8205897805933,467.2706146799356,78.8518109817142,2164.3979541699077,8,80.95,,Women-Owned,GreenSeal,Recycled,International
839,automotive,186.163785701096,370.8707227854434,5.595049786593808,772.7701603062941,225.03621899404047,547.5623603799429,56.71458141352772,1588.1271294361743,1,76.19,,Local Vendor,GreenSeal,Recycled,National
840,automotive,54.58199555253617,349.8734361101929,24.82039377553128,4766.695086753751,104.15226817433728,336.599146719943,13.069279674764092,4083.093198145801,4,45.32,,Women-Owned,ISO14001,Compostable,National
841,food,85.87002400376855,484.72137730790473,46.116242866789136,1711.2308274581858,608.4085269031006,734.8066041378851,32.863533402360616,4041.7481045856575,6,31.65,,Corporate,FairTrade,Recycled,International
842,food,38.95904253277931,392.4670056128524,2.962896833484029,3345.337319780528,848.3307687090827,511.15890800290384,53.63201036313402,2393.7149705246024,13,55.39,,Local Vendor,FairTrade,Recycled,Local
843,electronics,198.5718654100913,477.8477184791021,15.2815847611959,3783.9432151877377,66.62330328801917,159.78173900361168,13.943329445946786,3111.258681551451,4,52.64,,Women-Owned,GreenSeal,Recycled,International
844,electronics,186.1301839056161,366.1432256906632,11.16950587407947,4078.536549725629,96.55441272270988,414.86279349310007,11.671893392339994,3100.445676737241,6,52.27,,Corporate,None,Compostable,National
845,food,112.59185475330632,184.12349388774945,12.66918602961912,4734.173540907058,594.1317628525985,629.449238320544,41.50169676694618,4170.359112452592,5,49.52,,Women-Owned,FairTrade,Plastic,National
846,food,169.98632593152004,97.41421501288542,45.51329304208939,1633.3057853412308,828.5209011167498,655.8941932125906,33.2883125784869,2240.011587791348,14,29.1,,Women-Owned,None,Biodegradable,International
847,pharmaceutical,108.982015681688,401.820738505221,23.935383657480216,4306.681627302617,360.4019460402019,446.2179369346312,40.68090256232161,1522.1440629944436,9,56.91,,Minority-Owned,GreenSeal,Plastic,Local
848,automotive,128.48128072052435,339.8671496641622,23.84867123405112,745.2658268374145,382.1336788673361,726.3232995819108,28.388531691600363,1472.1676070746278,10,50.25,,Minority-Owned,GreenSeal,Biodegradable,Local
849,electronics,26.93364210204316,71.6837055769833,38.268206480308834,3554.7004411326043,616.5291726219372,287.3679060360083,21.530242286008665,2773.72294055458,9,31.41,,Corporate,ISO14001,Recycled,National
850,automotive,153.5013798943935,212.02270965544025,8.570117996241365,3735.690874618531,310.50224466793964,387.4190880667866,58.24003498862364,2355.9113731146203,4,71.67,,Minority-Owned,FairTrade,Plastic,National
851,automotive,34.26556189069461,480.5599169679288,24.87600235090249,3420.84388188647,75.27794777379992,729.0178373982791,46.01997813874603,2312.5797007276938,13,66.18,,Corporate,None,Biodegradable,Local
852,food,166.9528497479804,275.1805155695905,22.06927549193193,1336.3422070622496,748.4670921965162,727.3797015301052,24.01079478745568,637.4592276305947,14,39.45,,Minority-Owned,ISO14001,Compostable,International
853,pharmaceutical,158.58533665737332,244.7281112088671,30.24862383678615,4377.911420374497,644.3674172943804,579.9989381772766,32.37125983819988,3649.297955312939,4,37.46,,Women-Owned,FairTrade,Compostable,National
854,apparel,144.66149257116552,255.96482232168228,49.97832745927149,927.4064705149356,601.7181991028762,701.2863829855542,51.42655353643281,1225.9361023131714,12,45.22,,Corporate,ISO14001,Plastic,Local
855,pharmaceutical,16.8704722997048,143.99722580232367,38.70299581002031,362.8104784520711,754.599922542232,162.14128686936286,15.05605437907345,1145.3774250018623,8,27.12,,Corporate,GreenSeal,Plastic,National
856,pharmaceutical,67.59438762961244,215.91822688915784,20.495419447853934,3615.5784539983697,691.4692956839356,705.4964833454434,20.321710648632568,2181.2399373314884,10,36.86,,Women-Owned,FairTrade,Recycled,International
857,automotive,59.99138828306015,216.41596519422947,41.550099561428304,2429.831004640395,245.58788876940508,324.43393458515874,15.127192287517309,1293.336039765447,4,40.99,,Corporate,ISO14001,Plastic,Local
858,pharmaceutical,78.42591741958863,73.55975908436258,9.364709802311529,4260.580297797513,384.8569945961836,224.83205869975143,66.86221328998832,3002.519683078474,2,72.13,,Corporate,ISO14001,Recycled,National
859,electronics,26.65212188512932,395.4054328330632,2.492720629139046,1978.6459911854688,169.80463459469377,267.5588854394324,62.66864632484065,1983.0240288054636,13,81.28,,Minority-Owned,None,Recycled,International
860,automotive,188.02198637590192,237.42699435674555,11.01797025074938,924.5650836877928,173.36416274698698,392.57795560972096,62.731905231548,2354.7762684453924,13,77.05,,Corporate,ISO14001,Compostable,National
861,electronics,115.2224257353515,419.9809490673905,17.680166249598724,4198.566743102361,692.3859590387123,275.8344032231271,60.14277404332197,2778.4127436993385,14,56.67,,Local Vendor,FairTrade,Compostable,International
862,apparel,68.04961902502447,432.6566005039529,26.018457115518437,2789.657195036352,865.6701016333733,324.3973102115493,56.85697965689084,1176.9705079126634,2,49.7,,Women-Owned,FairTrade,Biodegradable,International
863,automotive,85.42648824411386,145.39732461439613,31.14132788651879,1027.059382712739,964.595954668082,194.48494025014944,43.38943407647225,947.607789754543,1,38.41,,Minority-Owned,None,Compostable,Local
864,apparel,94.96848269591878,345.80906697655786,45.61968014350666,3629.881593073584,646.9297616719722,307.3237358912989,54.959471445498046,4426.025133793303,5,40.97,,Minority-Owned,FairTrade,Compostable,International
865,automotive,124.11292333851728,262.5268118733418,25.982846467972426,2604.4568285985524,224.89625719290916,500.5986701794008,12.685308835158224,2281.8737735908207,6,44.64,,Local Vendor,GreenSeal,Plastic,National
866,food,107.97909126233458,446.0705320646682,25.56250658666074,3061.1336129775677,150.36782817648418,409.2975956637448,53.50250958597492,2178.049326236188,9,67.66,,Women-Owned,FairTrade,Compostable,International
867,pharmaceutical,184.68447491073928,147.08330562940435,3.4619074813261244,2358.401857212252,822.2084229599199,342.70313286513783,64.4514393875814,370.9383213096391,5,65.43,,Women-Owned,FairTrade,Biodegradable,International
868,food,104.42306175210774,355.0159401395199,2.710666080154967,4160.674020708231,599.8186525419993,622.5164901999798,45.02508522690732,2590.2862524194875,13,58.25,,Minority-Owned,ISO14001,Plastic,Local
869,apparel,198.5100228164294,323.4884550137252,28.00683813390223,4164.857306846944,637.3707699630338,725.4569799753225,35.025932989906586,2860.0146637328003,6,41.47,,Corporate,ISO14001,Biodegradable,International
870,pharmaceutical,171.7707419715682,182.88566490732475,22.47075204916888,3576.0052269394923,792.3889843169737,629.7524560316779,29.41987143606854,2882.436180582399,6,36.19,,Minority-Owned,FairTrade,Compostable,International
871,automotive,49.6169977278938,111.47040664302769,42.11983935403463,616.4667492426652,718.113366345829,332.4004914823754,54.99614351134577,3593.749612749845,3,41.92,,Women-Owned,None,Biodegradable,National
872,pharmaceutical,186.8130907823441,343.23789221477443,8.873299650880414,4210.383923329938,842.7353402132918,621.1095174862876,58.49608390409361,1051.9128079568566,12,58.31,,Local Vendor,ISO14001,Plastic,Local
873,electronics,32.10961559824045,382.3688561595488,2.22361144373543,3387.9636046112582,103.40321018688456,206.38612773183584,70.96773199037798,1410.6710443069703,4,88.67,,Minority-Owned,None,Recycled,Local
874,pharmaceutical,165.3154446133264,192.0323046935075,23.002899628576166,3515.418413421068,760.1446049091796,191.22259166390364,33.96338577226935,4091.5062331059808,1,36.79,,Women-Owned,FairTrade,Biodegradable,Local
875,electronics,82.31842576055021,340.1746718100412,12.636449280860615,1878.615917978971,858.3101194559906,341.93892592531125,63.88406151699099,4746.418960848291,4,51.65,,Minority-Owned,FairTrade,Biodegradable,International
876,pharmaceutical,176.8151208845632,227.80890842517647,3.4311042936030347,4408.469825169333,321.8282903353986,665.39165833084,49.294907693253656,852.477187363139,1,71.92,,Corporate,GreenSeal,Plastic,Local
877,electronics,174.93077112041556,370.943097477178,36.50531605553382,3654.3208411508017,658.4249102935902,272.4437730696113,71.79855434746554,2588.717861625047,5,56.37,,Minority-Owned,ISO14001,Plastic,International
878,apparel,163.125826022348,139.6468737023239,6.468056997905126,651.6932859930529,348.4539606451235,144.27738622907572,46.94684758069345,1228.046013150017,11,67.98,,Minority-Owned,FairTrade,Biodegradable,International
879,food,160.10578289834166,450.5967511862785,30.80765550038081,2098.112368590197,960.0725131583312,192.19667464444856,46.234087987857706,488.3512081039157,11,41.02,,Women-Owned,GreenSeal,Compostable,National
880,automotive,67.88903642862775,179.33431840951087,14.77143775817757,4443.263773604695,81.75239381372857,701.1214779707061,50.45139570086364,1762.41602300545,8,73.34,,Women-Owned,ISO14001,Biodegradable,National
881,pharmaceutical,25.374663779737915,215.5036944902688,9.50130646739608,331.2638383171571,600.8032016413073,543.6482993231014,62.45207485997041,889.7006008842211,8,67.62,,Women-Owned,FairTrade,Plastic,National
882,food,86.56623396538068,76.1413784361574,19.60782462304656,4810.941436246043,208.17836969703933,277.2408143589837,77.52833351799227,3607.678752484382,5,77.46,,Minority-Owned,FairTrade,Recycled,National
883,automotive,42.96965784743665,100.18049554457436,40.27084303492473,3427.896584765858,726.6091949183008,488.70707772972696,15.149434795103597,2761.8819856229334,14,24.14,,Corporate,ISO14001,Recycled,National
884,automotive,142.04070689146772,282.13785622054763,20.212585268324062,3193.742290452545,217.09576924772895,469.30573569774526,13.7404221673712,890.4054607534922,10,50.49,,Local Vendor,ISO14001,Compostable,International
885,electronics,75.75894804217926,170.41670452758717,37.78771281134173,1425.740356791158,273.6140988034397,558.8051849084629,75.6285236185137,244.35962434646896,2,74.0,,Local Vendor,ISO14001,Biodegradable,International
886,apparel,195.36593816338384,425.9661015839875,7.148828543158384,1319.0797648219675,519.6522704934702,263.2312880951314,47.09129378627443,4079.153835316221,12,56.94,,Women-Owned,FairTrade,Recycled,Local
887,apparel,131.7846946956131,56.61202489472923,38.86579956358888,4716.085275494118,919.0932024970342,705.0820910360784,53.04321101968553,1045.7331495883882,6,41.31,,Women-Owned,FairTrade,Biodegradable,International
888,food,166.27130709052858,220.59232190237128,12.609732920425785,1561.5350257472014,251.1286535405723,316.557993456009,43.76965211163102,3109.8398826596767,1,63.09,,Minority-Owned,GreenSeal,Plastic,International
889,apparel,35.1796878209512,201.8054960460917,34.19226336455477,3899.9759539230968,187.02802006219835,585.8921577833657,16.556021682523216,1817.2251827683788,7,45.36,,Local Vendor,None,Recycled,National
890,pharmaceutical,173.78275163179828,58.69743391292047,28.72329618720882,2026.296811214688,771.0279902613291,111.28725246055042,63.766256489306656,3010.332503912171,11,51.24,,Women-Owned,ISO14001,Compostable,International
891,apparel,185.32386619754493,105.9657795502296,46.52809114337268,782.3449468450494,525.5885557172344,360.8599909259031,62.305725156201085,1715.1374095151552,4,53.34,,Corporate,FairTrade,Plastic,National
892,food,102.54176457559782,236.13920371338588,19.97880338079039,152.50495870725885,916.1958567626828,346.19687257116584,31.81923250449684,617.30989132282,5,39.2,,Corporate,FairTrade,Compostable,Local
893,apparel,125.18805817268571,271.789063001351,4.242094252887582,2766.8609513747288,189.28382930185015,480.4391000081101,31.436747165988027,1270.160041077217,6,65.8,,Women-Owned,ISO14001,Plastic,Local
894,pharmaceutical,155.31386217156913,231.9303862646911,1.9386187920113924,4881.31621088977,663.6314983718873,150.91538324403754,68.6488966633863,1102.6811190995627,11,71.43,,Women-Owned,None,Recycled,International
895,electronics,43.21933917947838,288.9219552854422,41.5160694876649,1908.767349665102,271.2351888442243,653.0919616082758,15.065008041892863,2254.49289171029,1,38.28,,Local Vendor,ISO14001,Compostable,Local
896,food,105.48755452805406,317.8092537075567,26.71204624541017,1850.24243656592,198.92240721905733,252.446561237298,71.6773603849596,3359.7621604455558,9,72.47,,Local Vendor,None,Compostable,International
897,electronics,85.74597527673949,54.46571950752603,38.986958539912514,1786.0489274622662,699.2579443994069,573.9264704174071,27.96631829271401,1466.2691597425162,10,34.48,,Minority-Owned,FairTrade,Plastic,Local
898,electronics,37.81105851082733,258.84282175407674,12.48685440056422,2650.6648027938063,614.0003889132965,662.2484862708652,51.50893234288458,257.9356894429662,4,61.82,,Local Vendor,None,Compostable,National
899,electronics,79.83154023539097,483.5746583994147,17.909103530148453,2259.2579287790386,767.0860854442146,493.3138693690592,75.51959253012444,2690.899348470833,8,62.2,,Corporate,GreenSeal,Plastic,National
900,automotive,22.952738783243777,283.5645260582969,2.475089738354628,4411.581670962371,343.9894476238732,618.6182447053899,57.46857510756525,3107.6455489230657,5,71.21,,Corporate,FairTrade,Plastic,National
901,automotive,14.904262320402529,354.8940203565289,48.1131239041315,2577.0518794451023,475.57307356308047,563.3022185505039,39.01008687269256,4821.778371208687,11,36.35,,Women-Owned,GreenSeal,Plastic,National
902,electronics,35.68159493941633,190.33873606259743,33.72552742833986,2588.0134071239872,435.1980925138976,348.87085800640534,58.26739462337906,3029.4598548475847,8,56.53,,Local Vendor,ISO14001,Plastic,International
903,food,192.99187120194304,398.29612016874313,46.727049300206005,778.0208141307273,984.8849907681883,666.2009773234957,34.078574542145915,2461.628285015081,1,23.88,,Minority-Owned,ISO14001,Recycled,Local
904,pharmaceutical,114.41061182005322,397.8146668442518,14.009323964024544,4915.423750460891,327.6365089024185,306.2909589198696,29.40808914444303,2952.3278043089786,8,53.37,,Corporate,ISO14001,Plastic,International
905,pharmaceutical,193.50621061911176,284.5832214443625,30.96171695005738,1324.8671652572657,330.07637642942854,499.849042426062,79.76782945542757,4653.92302333773,11,68.29,,Corporate,None,Biodegradable,National
906,apparel,92.17459688272508,489.2062204756461,34.24649844633925,459.483930552053,386.820798387177,621.7784173990776,62.55531618258514,4176.215098887902,13,57.62,,Minority-Owned,FairTrade,Compostable,International
907,food,69.24506528619932,106.49759664319402,16.559935312621832,3349.416619978523,586.3643772258055,365.2691368687553,55.13039841672723,1750.2979201462783,11,59.85,,Minority-Owned,ISO14001,Biodegradable,Local
908,automotive,106.16695393964638,57.62644920031145,42.55735251576587,3017.295213768676,289.706607050558,311.9373253321976,34.87027502535231,1338.8209455542587,4,49.04,,Corporate,ISO14001,Recycled,International
909,electronics,93.50722084025293,396.5711952906932,47.41091168211214,2134.213704564454,919.5254433603102,421.5422071209759,13.44125804085337,1460.6413393571534,2,17.25,,Corporate,FairTrade,Biodegradable,Local
910,apparel,30.076290009731345,413.2199918141972,44.35790076710421,2168.7419460153224,302.40128662295035,672.5744460444075,12.173981322460891,2621.2209906330227,11,34.03,,Minority-Owned,ISO14001,Compostable,International
911,pharmaceutical,131.75699979113918,104.0932531042593,37.21428182102925,3946.813213127513,901.0249449821848,750.9452342019654,48.79268788141592,3771.4373658971735,6,34.94,,Corporate,GreenSeal,Biodegradable,Local
912,automotive,51.047254676823925,169.51227483137274,14.595769306522747,1058.9919364882803,148.30131046425544,481.5583890019231,63.34229047273357,2615.452194478218,2,76.15,,Women-Owned,FairTrade,Recycled,Local
913,automotive,127.72171143058762,57.89856351498301,14.799186063175956,4119.24126282996,673.7345672796697,563.0263437265563,47.616543331069856,525.4226999749404,5,56.63,,Women-Owned,FairTrade,Plastic,National
914,electronics,133.53820755564914,181.9888748512541,48.204655701855856,3278.860858085589,911.6362425163315,732.2915355672399,68.85495503573802,3673.187362111909,2,40.45,,Minority-Owned,FairTrade,Biodegradable,Local
915,pharmaceutical,38.88472209444314,397.91384326340216,1.5039403008489094,2152.951891519669,210.31196647831808,168.9827959890597,12.339857316525514,4068.6566176205774,3,51.12,,Local Vendor,GreenSeal,Recycled,National
916,food,21.65642915102695,283.0822374706605,36.08644868886508,2344.340221260956,969.9106120942922,262.4550045063155,35.67264534981581,1589.5897525746543,11,31.13,,Minority-Owned,FairTrade,Recycled,National
